species,genus,family,species.relative,genus.relative,avail.country.status,avail.country.status.SRgreaterthan1,rgbif.details_scientificName02,rgbif.details_canonicalName,rgbif.details_authorship,rgbif.details_family,rgbif.details_genus,TPL_family,TPL_genus,TPL_status,TPL_names,TPL_names.withAuthors,TPL_tip.label,rgbif.tip.label,class
Salvia plebeia,Salvia,Lamiaceae,,,yes,yes,Salvia plebeia R.Br.,Salvia plebeia,R.Br.,Lamiaceae,Salvia,Lamiaceae,Salvia,Accepted,Salvia plebeia,Salvia plebeia R.Br.,Salvia_plebeia,Salvia_plebeia,Angiosperms
Typha domingensis,Typha,Typhaceae,,,yes,yes,Typha domingensis Pers.,Typha domingensis,Pers.,Typhaceae,Typha,Typhaceae,Typha,Accepted,Typha domingensis,Typha domingensis Pers.,Typha_domingensis,Typha_domingensis,Angiosperms
Pachystachys coccinea,Pachystachys,Acanthaceae,,,yes,yes,Pachystachys coccinea (Aubl.) Nees,Pachystachys coccinea,(Aubl.) Nees,Acanthaceae,Pachystachys,Acanthaceae,Pachystachys,Accepted,Pachystachys coccinea,Pachystachys coccinea (Aubl.) Nees,Pachystachys_coccinea,Pachystachys_coccinea,Angiosperms
Cecropia pachystachya,Cecropia,Urticaceae,,,yes,yes,Cecropia pachystachya Tr<a8><a6>cul,Cecropia pachystachya,Tr<a8><a6>cul,Urticaceae,Cecropia,Urticaceae,Cecropia,Accepted,Cecropia pachystachya,Cecropia pachystachya Trécul,Cecropia_pachystachya,Cecropia_pachystachya,Angiosperms
Falcataria falcata,Falcataria,Fabaceae,,,yes,yes,Falcataria falcata (L.) Greuter & R.Rankin,Falcataria falcata,(L.) Greuter & R.Rankin,Fabaceae,Falcataria,NA,NA,NA,Falcataria falcata,Falcataria falcata,Falcataria_falcata,Falcataria_falcata,Angiosperms
Jacaranda obtusifolia,Jacaranda,Bignoniaceae,,,yes,yes,Jacaranda obtusifolia Humb. & Bonpl.,Jacaranda obtusifolia,Humb. & Bonpl.,Bignoniaceae,Jacaranda,Bignoniaceae,Jacaranda,Accepted,Jacaranda obtusifolia,Jacaranda obtusifolia Bonpl.,Jacaranda_obtusifolia,Jacaranda_obtusifolia,Angiosperms
Neptunia plena,Neptunia,Fabaceae,,,yes,yes,Neptunia plena (L.) Benth.,Neptunia plena,(L.) Benth.,Fabaceae,Neptunia,Leguminosae,Neptunia,Accepted,Neptunia plena,Neptunia plena (L.) Benth.,Neptunia_plena,Neptunia_plena,Angiosperms
Ptychosperma macarthurii,Ptychosperma,Arecaceae,,,yes,yes,Ptychosperma macarthurii (H.Wendl. ex H.J.Veitch) H.Wendl. ex Hook.f.,Ptychosperma macarthurii,(H.Wendl. ex H.J.Veitch) H.Wendl. ex Hook.f.,Arecaceae,Ptychosperma,Arecaceae,Ptychosperma,Accepted,Ptychosperma macarthurii,Ptychosperma macarthurii (H.Wendl. ex H.J.Veitch) H.Wendl. ex Hook.f.,Ptychosperma_macarthurii,Ptychosperma_macarthurii,Angiosperms
Spathodea campanulata,Spathodea,Bignoniaceae,,,yes,yes,Spathodea campanulata Beauverd,Spathodea campanulata,Beauverd,Bignoniaceae,Spathodea,Bignoniaceae,Spathodea,Accepted,Spathodea campanulata,Spathodea campanulata P.Beauv.,Spathodea_campanulata,Spathodea_campanulata,Angiosperms
Syngonium podophyllum,Syngonium,Araceae,,,yes,yes,Syngonium podophyllum Schott,Syngonium podophyllum,Schott,Araceae,Syngonium,Araceae,Syngonium,Accepted,Syngonium podophyllum,Syngonium podophyllum Schott,Syngonium_podophyllum,Syngonium_podophyllum,Angiosperms
Adiantum raddianum,Adiantum,Pteridaceae,,,yes,yes,Adiantum raddianum C.Presl,Adiantum raddianum,C.Presl,Pteridaceae,Adiantum,Pteridaceae,Adiantum,Accepted,Adiantum raddianum,Adiantum raddianum C. Presl,Adiantum_raddianum,Adiantum_raddianum,Pteridophytes
Albizia lebbeck,Albizia,Fabaceae,,,yes,yes,Albizia lebbeck (L.) Benth.,Albizia lebbeck,(L.) Benth.,Fabaceae,Albizia,Leguminosae,Albizia,Accepted,Albizia lebbeck,Albizia lebbeck (L.) Benth.,Albizia_lebbeck,Albizia_lebbeck,Angiosperms
Allamanda cathartica,Allamanda,Apocynaceae,,,yes,yes,Allamanda cathartica L.,Allamanda cathartica,L.,Apocynaceae,Allamanda,Apocynaceae,Allamanda,Accepted,Allamanda cathartica,Allamanda cathartica L.,Allamanda_cathartica,Allamanda_cathartica,Angiosperms
Alocasia macrorrhizos,Alocasia,Araceae,,,yes,yes,Alocasia macrorrhizos (L.) G.Don,Alocasia macrorrhizos,(L.) G.Don,Araceae,Alocasia,Araceae,Alocasia,Accepted,Alocasia macrorrhizos,Alocasia macrorrhizos (L.) G.Don,Alocasia_macrorrhizos,Alocasia_macrorrhizos,Angiosperms
Alstonia macrophylla,Alstonia,Apocynaceae,,,yes,yes,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Wall. ex G.Don,Apocynaceae,Alstonia,Apocynaceae,Alstonia,Accepted,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia_macrophylla,Alstonia_macrophylla,Angiosperms
Bambusa bambos,Bambusa,Poaceae,,,yes,yes,Bambusa bambos (L.) Voss,Bambusa bambos,(L.) Voss,Poaceae,Bambusa,Poaceae,Bambusa,Accepted,Bambusa bambos,Bambusa bambos (L.) Voss,Bambusa_bambos,Bambusa_bambos,Angiosperms
Boerhavia diffusa,Boerhavia,Nyctaginaceae,,,yes,yes,Boerhavia diffusa L.,Boerhavia diffusa,L.,Nyctaginaceae,Boerhavia,Nyctaginaceae,Boerhavia,Accepted,Boerhavia diffusa,Boerhavia diffusa L.,Boerhavia_diffusa,Boerhavia_diffusa,Angiosperms
Brachypodium sylvaticum,Brachypodium,Poaceae,,,yes,yes,Brachypodium sylvaticum (Huds.) P.Beauv.,Brachypodium sylvaticum,(Huds.) P.Beauv.,Poaceae,Brachypodium,Poaceae,Brachypodium,Accepted,Brachypodium sylvaticum,Brachypodium sylvaticum (Huds.) P.Beauv.,Brachypodium_sylvaticum,Brachypodium_sylvaticum,Angiosperms
Caesalpinia pulcherrima,Caesalpinia,Fabaceae,,,yes,yes,Caesalpinia pulcherrima (L.) Sw.,Caesalpinia pulcherrima,(L.) Sw.,Fabaceae,Caesalpinia,Leguminosae,Caesalpinia,Accepted,Caesalpinia pulcherrima,Caesalpinia pulcherrima (L.) Sw.,Caesalpinia_pulcherrima,Caesalpinia_pulcherrima,Angiosperms
Calophyllum inophyllum,Calophyllum,Calophyllaceae,,,yes,yes,Calophyllum inophyllum L.,Calophyllum inophyllum,L.,Calophyllaceae,Calophyllum,Clusiaceae,Calophyllum,Accepted,Calophyllum inophyllum,Calophyllum inophyllum L.,Calophyllum_inophyllum,Calophyllum_inophyllum,Angiosperms
Artemisia dracunculus,Artemisia,Asteraceae,,,yes,yes,Artemisia dracunculus L.,Artemisia dracunculus,L.,Asteraceae,Artemisia,Compositae,Artemisia,Accepted,Artemisia dracunculus,Artemisia dracunculus L.,Artemisia_dracunculus,Artemisia_dracunculus,Angiosperms
Artemisia scoparia,Artemisia,Asteraceae,,,yes,yes,Artemisia scoparia Waldst. & Kit.,Artemisia scoparia,Waldst. & Kit.,Asteraceae,Artemisia,Compositae,Artemisia,Unresolved,Artemisia scoparia,Artemisia scoparia Waldst. & Kit.,Artemisia_scoparia,Artemisia_scoparia,Angiosperms
Centaurea depressa,Centaurea,Asteraceae,Cyanus depressus,Cyanus,yes,yes,Centaurea depressa M.Bieb.,Centaurea depressa,M.Bieb.,Asteraceae,Centaurea,Compositae,Cyanus,Accepted,Cyanus depressus,Cyanus depressus (M.Bieb.) Soják,Cyanus_depressus,Centaurea_depressa,Angiosperms
Centaurea jacea,Centaurea,Asteraceae,,,yes,yes,Centaurea jacea L.,Centaurea jacea,L.,Asteraceae,Centaurea,Compositae,Centaurea,Accepted,Centaurea jacea,Centaurea jacea L.,Centaurea_jacea,Centaurea_jacea,Angiosperms
Cuscuta bucharica,Cuscuta,Convolvulaceae,,,yes,yes,Cuscuta bucharica Palib.,Cuscuta bucharica,Palib.,Convolvulaceae,Cuscuta,Convolvulaceae,Cuscuta,Accepted,Cuscuta bucharica,Cuscuta bucharica Palib.,Cuscuta_bucharica,Cuscuta_bucharica,Angiosperms
Cuscuta lehmanniana,Cuscuta,Convolvulaceae,,,yes,yes,Cuscuta lehmanniana Bunge,Cuscuta lehmanniana,Bunge,Convolvulaceae,Cuscuta,Convolvulaceae,Cuscuta,Accepted,Cuscuta lehmanniana,Cuscuta lehmanniana Bunge,Cuscuta_lehmanniana,Cuscuta_lehmanniana,Angiosperms
Cuscuta monogyna,Cuscuta,Convolvulaceae,,,yes,yes,Cuscuta monogyna Vahl,Cuscuta monogyna,Vahl,Convolvulaceae,Cuscuta,Convolvulaceae,Cuscuta,Accepted,Cuscuta monogyna,Cuscuta monogyna Vahl,Cuscuta_monogyna,Cuscuta_monogyna,Angiosperms
Phlomis bucharica,Phlomis,Lamiaceae,,,yes,yes,Phlomis bucharica Regel,Phlomis bucharica,Regel,Lamiaceae,Phlomis,Lamiaceae,Phlomis,Accepted,Phlomis bucharica,Phlomis bucharica Regel,Phlomis_bucharica,Phlomis_bucharica,Angiosperms
Rumex paulsenianus,Rumex,Polygonaceae,,,yes,yes,Rumex paulsenianus Rech.fil.,Rumex paulsenianus,Rech.fil.,Polygonaceae,Rumex,Polygonaceae,Rumex,Accepted,Rumex paulsenianus,Rumex paulsenianus Rech. f.,Rumex_paulsenianus,Rumex_paulsenianus,Angiosperms
Thermopsis dolichocarpa,Thermopsis,Fabaceae,,,yes,yes,Thermopsis dolichocarpa V.A.Nikitin,Thermopsis dolichocarpa,V.A.Nikitin,Fabaceae,Thermopsis,Leguminosae,Thermopsis,Accepted,Thermopsis dolichocarpa,Thermopsis dolichocarpa V.A.Nikitin,Thermopsis_dolichocarpa,Thermopsis_dolichocarpa,Angiosperms
Hydrocotyle umbellata,Hydrocotyle,Araliaceae,,,yes,yes,Hydrocotyle umbellata L.,Hydrocotyle umbellata,L.,Araliaceae,Hydrocotyle,Araliaceae,Hydrocotyle,Accepted,Hydrocotyle umbellata,Hydrocotyle umbellata L.,Hydrocotyle_umbellata,Hydrocotyle_umbellata,Angiosperms
Alysicarpus vaginalis,Alysicarpus,Fabaceae,,,yes,yes,Alysicarpus vaginalis (L.) DC.,Alysicarpus vaginalis,(L.) DC.,Fabaceae,Alysicarpus,Leguminosae,Alysicarpus,Accepted,Alysicarpus vaginalis,Alysicarpus vaginalis (L.) DC.,Alysicarpus_vaginalis,Alysicarpus_vaginalis,Angiosperms
Azadirachta indica,Azadirachta,Meliaceae,,,yes,yes,Azadirachta indica A.Juss.,Azadirachta indica,A.Juss.,Meliaceae,Azadirachta,Meliaceae,Azadirachta,Accepted,Azadirachta indica,Azadirachta indica A.Juss.,Azadirachta_indica,Azadirachta_indica,Angiosperms
Barleria prionitis,Barleria,Acanthaceae,,,yes,yes,Barleria prionitis L.,Barleria prionitis,L.,Acanthaceae,Barleria,Acanthaceae,Barleria,Accepted,Barleria prionitis,Barleria prionitis L.,Barleria_prionitis,Barleria_prionitis,Angiosperms
Calotropis gigantea,Calotropis,Apocynaceae,,,yes,yes,Calotropis gigantea (L.) W.T.Aiton,Calotropis gigantea,(L.) W.T.Aiton,Apocynaceae,Calotropis,Apocynaceae,Calotropis,Accepted,Calotropis gigantea,Calotropis gigantea (L.) Dryand.,Calotropis_gigantea,Calotropis_gigantea,Angiosperms
Cenchrus brownii,Cenchrus,Poaceae,,,yes,yes,Cenchrus brownii Roem. & Schult.,Cenchrus brownii,Roem. & Schult.,Poaceae,Cenchrus,Poaceae,Cenchrus,Accepted,Cenchrus brownii,Cenchrus brownii Roem. & Schult.,Cenchrus_brownii,Cenchrus_brownii,Angiosperms
Cenchrus ciliaris,Cenchrus,Poaceae,,,yes,yes,Cenchrus ciliaris L.,Cenchrus ciliaris,L.,Poaceae,Cenchrus,Poaceae,Cenchrus,Accepted,Cenchrus ciliaris,Cenchrus ciliaris L.,Cenchrus_ciliaris,Cenchrus_ciliaris,Angiosperms
Chrysopogon aciculatus,Chrysopogon,Poaceae,,,yes,yes,Chrysopogon aciculatus (Retz.) Trin.,Chrysopogon aciculatus,(Retz.) Trin.,Poaceae,Chrysopogon,Poaceae,Chrysopogon,Accepted,Chrysopogon aciculatus,Chrysopogon aciculatus (Retz.) Trin.,Chrysopogon_aciculatus,Chrysopogon_aciculatus,Angiosperms
Cosmos caudatus,Cosmos,Asteraceae,,,yes,yes,Cosmos caudatus Kunth,Cosmos caudatus,Kunth,Asteraceae,Cosmos,Compositae,Cosmos,Accepted,Cosmos caudatus,Cosmos caudatus Kunth,Cosmos_caudatus,Cosmos_caudatus,Angiosperms
Desmanthus pernambucanus,Desmanthus,Fabaceae,,,yes,yes,Desmanthus pernambucanus (L.) Thell.,Desmanthus pernambucanus,(L.) Thell.,Fabaceae,Desmanthus,Leguminosae,Desmanthus,Accepted,Desmanthus pernambucanus,Desmanthus pernambucanus (L.) Thell.,Desmanthus_pernambucanus,Desmanthus_pernambucanus,Angiosperms
Desmodium tortuosum,Desmodium,Fabaceae,,,yes,yes,Desmodium tortuosum (Sw.) DC.,Desmodium tortuosum,(Sw.) DC.,Fabaceae,Desmodium,Leguminosae,Desmodium,Accepted,Desmodium tortuosum,Desmodium tortuosum (Sw.) DC.,Desmodium_tortuosum,Desmodium_tortuosum,Angiosperms
Digitaria ciliaris,Digitaria,Poaceae,,,yes,yes,Digitaria ciliaris (Retz.) Koeler,Digitaria ciliaris,(Retz.) Koeler,Poaceae,Digitaria,Poaceae,Digitaria,Accepted,Digitaria ciliaris,Digitaria ciliaris (Retz.) Koeler,Digitaria_ciliaris,Digitaria_ciliaris,Angiosperms
Equisetum ramosissimum,Equisetum,Equisetaceae,,,yes,yes,Equisetum ramosissimum Desf.,Equisetum ramosissimum,Desf.,Equisetaceae,Equisetum,Equisetaceae,Equisetum,Accepted,Equisetum ramosissimum,Equisetum ramosissimum Desf.,Equisetum_ramosissimum,Equisetum_ramosissimum,Pteridophytes
Eragrostis japonica,Eragrostis,Poaceae,,,yes,yes,Eragrostis japonica (Thunb.) Trin.,Eragrostis japonica,(Thunb.) Trin.,Poaceae,Eragrostis,Poaceae,Eragrostis,Accepted,Eragrostis japonica,Eragrostis japonica (Thunb.) Trin.,Eragrostis_japonica,Eragrostis_japonica,Angiosperms
Eragrostis tenuifolia,Eragrostis,Poaceae,Eragrostis patula,,yes,yes,Eragrostis tenuifolia (A.Rich.) Hochst. ex Steud.,Eragrostis tenuifolia,(A.Rich.) Hochst. ex Steud.,Poaceae,Eragrostis,Poaceae,Eragrostis,Accepted,Eragrostis patula,Eragrostis patula (Kunth) Steud.,Eragrostis_patula,Eragrostis_tenuifolia,Angiosperms
Gliricidia sepium,Gliricidia,Fabaceae,,,yes,yes,Gliricidia sepium (Jacq.) Kunth,Gliricidia sepium,(Jacq.) Kunth,Fabaceae,Gliricidia,Leguminosae,Gliricidia,Accepted,Gliricidia sepium,Gliricidia sepium (Jacq.) Walp.,Gliricidia_sepium,Gliricidia_sepium,Angiosperms
Gmelina arborea,Gmelina,Lamiaceae,,,yes,yes,Gmelina arborea Roxb. ex Sm.,Gmelina arborea,Roxb. ex Sm.,Lamiaceae,Gmelina,Lamiaceae,Gmelina,Unresolved,Gmelina arborea,Gmelina arborea Roxb. ex Sm.,Gmelina_arborea,Gmelina_arborea,Angiosperms
Kalanchoe prolifera,Kalanchoe,Crassulaceae,Bryophyllum proliferum,Bryophyllum,yes,yes,Kalanchoe prolifera (Bowie) Raym.-Hamet,Kalanchoe prolifera,(Bowie) Raym.-Hamet,Crassulaceae,Kalanchoe,Crassulaceae,Bryophyllum,Accepted,Bryophyllum proliferum,Bryophyllum proliferum Bowie ex Hook.,Bryophyllum_proliferum,Kalanchoe_prolifera,Angiosperms
Leptochloa chinensis,Leptochloa,Poaceae,,,yes,yes,Leptochloa chinensis (L.) Nees,Leptochloa chinensis,(L.) Nees,Poaceae,Leptochloa,Poaceae,Leptochloa,Accepted,Leptochloa chinensis,Leptochloa chinensis (L.) Nees,Leptochloa_chinensis,Leptochloa_chinensis,Angiosperms
Leptochloa panicea,Leptochloa,Poaceae,,,yes,yes,Leptochloa panicea (Retz.) Ohwi,Leptochloa panicea,(Retz.) Ohwi,Poaceae,Leptochloa,Poaceae,Leptochloa,Accepted,Leptochloa panicea,Leptochloa panicea (Retz.) Ohwi,Leptochloa_panicea,Leptochloa_panicea,Angiosperms
Malachra fasciata,Malachra,Malvaceae,,,yes,yes,Malachra fasciata Jacq.,Malachra fasciata,Jacq.,Malvaceae,Malachra,Malvaceae,Malachra,Accepted,Malachra fasciata,Malachra fasciata Jacq.,Malachra_fasciata,Malachra_fasciata,Angiosperms
Prosopis pallida,Prosopis,Fabaceae,,,yes,yes,Prosopis pallida (Humb. & Bonpl. ex Willd.) Kunth,Prosopis pallida,(Humb. & Bonpl. ex Willd.) Kunth,Fabaceae,Prosopis,Leguminosae,Prosopis,Accepted,Prosopis pallida,Prosopis pallida (Willd.) Kunth,Prosopis_pallida,Prosopis_pallida,Angiosperms
Ruellia blechum,Ruellia,Acanthaceae,Blechum pyramidatum,Blechum,yes,yes,Ruellia blechum L.,Ruellia blechum,L.,Acanthaceae,Ruellia,Acanthaceae,Blechum,Accepted,Blechum pyramidatum,Blechum pyramidatum (Lam.) Urb.,Blechum_pyramidatum,Ruellia_blechum,Angiosperms
Salvia misella,Salvia,Lamiaceae,,,yes,yes,Salvia misella Kunth,Salvia misella,Kunth,Lamiaceae,Salvia,Lamiaceae,Salvia,Accepted,Salvia misella,Salvia misella Kunth,Salvia_misella,Salvia_misella,Angiosperms
Tribulus cistoides,Tribulus,Zygophyllaceae,,,yes,yes,Tribulus cistoides L.,Tribulus cistoides,L.,Zygophyllaceae,Tribulus,Zygophyllaceae,Tribulus,Accepted,Tribulus cistoides,Tribulus cistoides L.,Tribulus_cistoides,Tribulus_cistoides,Angiosperms
Urena procumbens,Urena,Malvaceae,,,yes,yes,Urena procumbens L.,Urena procumbens,L.,Malvaceae,Urena,Malvaceae,Urena,Accepted,Urena procumbens,Urena procumbens L.,Urena_procumbens,Urena_procumbens,Angiosperms
Urochloa trichopus,Urochloa,Poaceae,,,yes,yes,Urochloa trichopus (Hochst.) Stapf,Urochloa trichopus,(Hochst.) Stapf,Poaceae,Urochloa,Poaceae,Urochloa,Accepted,Urochloa trichopus,Urochloa trichopus (Hochst.) Stapf,Urochloa_trichopus,Urochloa_trichopus,Angiosperms
Alkekengi officinarum,Alkekengi,Solanaceae,Physalis alkekengi,Physalis,yes,yes,Alkekengi officinarum Moench,Alkekengi officinarum,Moench,Solanaceae,Alkekengi,Solanaceae,Physalis,Accepted,Physalis alkekengi,Physalis alkekengi L.,Physalis_alkekengi,Alkekengi_officinarum,Angiosperms
Bromus tectorum,Bromus,Poaceae,,,yes,yes,Bromus tectorum L.,Bromus tectorum,L.,Poaceae,Bromus,Poaceae,Bromus,Accepted,Bromus tectorum,Bromus tectorum L.,Bromus_tectorum,Bromus_tectorum,Angiosperms
Catalpa bignonioides,Catalpa,Bignoniaceae,,,yes,yes,Catalpa bignonioides Walter,Catalpa bignonioides,Walter,Bignoniaceae,Catalpa,Bignoniaceae,Catalpa,Accepted,Catalpa bignonioides,Catalpa bignonioides Walter,Catalpa_bignonioides,Catalpa_bignonioides,Angiosperms
Cedrus atlantica,Cedrus,Pinaceae,,,yes,yes,Cedrus atlantica (Endl.) Manetti ex Carriere,Cedrus atlantica,(Endl.) Manetti ex Carriere,Pinaceae,Cedrus,Pinaceae,Cedrus,Accepted,Cedrus atlantica,Cedrus atlantica (Endl.) Manetti ex Carrière,Cedrus_atlantica,Cedrus_atlantica,Gymnosperms
Cedrus deodara,Cedrus,Pinaceae,,,yes,yes,Cedrus deodara (Lamb.) G.Don,Cedrus deodara,(Lamb.) G.Don,Pinaceae,Cedrus,Pinaceae,Cedrus,Accepted,Cedrus deodara,Cedrus deodara (Roxb. ex D.Don) G.Don,Cedrus_deodara,Cedrus_deodara,Gymnosperms
Ceiba speciosa,Ceiba,Malvaceae,,,yes,yes,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",Ceiba speciosa,"(A.St.-Hil., A.Juss. & Cambess.) Ravenna",Malvaceae,Ceiba,Malvaceae,Ceiba,Accepted,Ceiba speciosa,Ceiba speciosa (A.St.-Hil.) Ravenna,Ceiba_speciosa,Ceiba_speciosa,Angiosperms
Centaurea pullata,Centaurea,Asteraceae,,,yes,yes,Centaurea pullata L.,Centaurea pullata,L.,Asteraceae,Centaurea,Compositae,Centaurea,Accepted,Centaurea pullata,Centaurea pullata L.,Centaurea_pullata,Centaurea_pullata,Angiosperms
Chenopodium giganteum,Chenopodium,Amaranthaceae,,,yes,yes,Chenopodium giganteum D.Don,Chenopodium giganteum,D.Don,Amaranthaceae,Chenopodium,Amaranthaceae,Chenopodium,Accepted,Chenopodium giganteum,Chenopodium giganteum D.Don,Chenopodium_giganteum,Chenopodium_giganteum,Angiosperms
Cichorium endivia,Cichorium,Asteraceae,,,yes,yes,Cichorium endivia L.,Cichorium endivia,L.,Asteraceae,Cichorium,Compositae,Cichorium,Accepted,Cichorium endivia,Cichorium endivia L.,Cichorium_endivia,Cichorium_endivia,Angiosperms
Citrullus colocynthis,Citrullus,Cucurbitaceae,,,yes,yes,Citrullus colocynthis (L.) Schrader,Citrullus colocynthis,(L.) Schrader,Cucurbitaceae,Citrullus,Cucurbitaceae,Citrullus,Accepted,Citrullus colocynthis,Citrullus colocynthis (L.) Schrad.,Citrullus_colocynthis,Citrullus_colocynthis,Angiosperms
Coix lacryma-jobi,Coix,Poaceae,,,yes,yes,Coix lacryma-jobi L.,Coix lacryma-jobi,L.,Poaceae,Coix,Poaceae,Coix,Accepted,Coix lacryma-jobi,Coix lacryma-jobi L.,Coix_lacryma-jobi,Coix_lacryma-jobi,Angiosperms
Cordyline australis,Cordyline,Asparagaceae,,,yes,yes,Cordyline australis (G.Forst.) Endl.,Cordyline australis,(G.Forst.) Endl.,Asparagaceae,Cordyline,Asparagaceae,Cordyline,Accepted,Cordyline australis,Cordyline australis (G.Forst.) Endl.,Cordyline_australis,Cordyline_australis,Angiosperms
Cuscuta europaea,Cuscuta,Convolvulaceae,,,yes,yes,Cuscuta europaea L.,Cuscuta europaea,L.,Convolvulaceae,Cuscuta,Convolvulaceae,Cuscuta,Accepted,Cuscuta europaea,Cuscuta europaea L.,Cuscuta_europaea,Cuscuta_europaea,Angiosperms
Cynara cardunculus,Cynara,Asteraceae,,,yes,yes,Cynara cardunculus L.,Cynara cardunculus,L.,Asteraceae,Cynara,Compositae,Cynara,Accepted,Cynara cardunculus,Cynara cardunculus L.,Cynara_cardunculus,Cynara_cardunculus,Angiosperms
Dalbergia sissoo,Dalbergia,Fabaceae,,,yes,yes,Dalbergia sissoo Roxb. ex DC.,Dalbergia sissoo,Roxb. ex DC.,Fabaceae,Dalbergia,Leguminosae,Dalbergia,Accepted,Dalbergia sissoo,Dalbergia sissoo DC.,Dalbergia_sissoo,Dalbergia_sissoo,Angiosperms
Dichrocephala integrifolia,Dichrocephala,Asteraceae,,,yes,yes,Dichrocephala integrifolia (L.fil.) Kuntze,Dichrocephala integrifolia,(L.fil.) Kuntze,Asteraceae,Dichrocephala,Compositae,Dichrocephala,Accepted,Dichrocephala integrifolia,Dichrocephala integrifolia (L.f.) Kuntze,Dichrocephala_integrifolia,Dichrocephala_integrifolia,Angiosperms
Dieffenbachia seguine,Dieffenbachia,Araceae,,,yes,yes,Dieffenbachia seguine (Jacq.) Schott,Dieffenbachia seguine,(Jacq.) Schott,Araceae,Dieffenbachia,Araceae,Dieffenbachia,Accepted,Dieffenbachia seguine,Dieffenbachia seguine (Jacq.) Schott,Dieffenbachia_seguine,Dieffenbachia_seguine,Angiosperms
Digitaria sanguinalis,Digitaria,Poaceae,,,yes,yes,Digitaria sanguinalis (L.) Scop.,Digitaria sanguinalis,(L.) Scop.,Poaceae,Digitaria,Poaceae,Digitaria,Accepted,Digitaria sanguinalis,Digitaria sanguinalis (L.) Scop.,Digitaria_sanguinalis,Digitaria_sanguinalis,Angiosperms
Diplachne fusca,Diplachne,Poaceae,Leptochloa fusca,Leptochloa,yes,yes,Diplachne fusca (L.) P.Beauv. ex Roem. & Schult.,Diplachne fusca,(L.) P.Beauv. ex Roem. & Schult.,Poaceae,Diplachne,Poaceae,Leptochloa,Accepted,Leptochloa fusca,Leptochloa fusca (L.) Kunth,Leptochloa_fusca,Diplachne_fusca,Angiosperms
Dysphania botrys,Dysphania,Amaranthaceae,,,yes,yes,Dysphania botrys (L.) Mosyakin & Clemants,Dysphania botrys,(L.) Mosyakin & Clemants,Amaranthaceae,Dysphania,Amaranthaceae,Dysphania,Accepted,Dysphania botrys,Dysphania botrys (L.) Mosyakin & Clemants,Dysphania_botrys,Dysphania_botrys,Angiosperms
Dysphania multifida,Dysphania,Amaranthaceae,,,yes,yes,Dysphania multifida (L.) Mosyakin & Clemants,Dysphania multifida,(L.) Mosyakin & Clemants,Amaranthaceae,Dysphania,Amaranthaceae,Dysphania,Accepted,Dysphania multifida,Dysphania multifida (L.) Mosyakin & Clemants,Dysphania_multifida,Dysphania_multifida,Angiosperms
Echinopsis chamaecereus,Echinopsis,Cactaceae,,,yes,yes,Echinopsis chamaecereus H.Friedrich & Glaetzle,Echinopsis chamaecereus,H.Friedrich & Glaetzle,Cactaceae,Echinopsis,Cactaceae,Echinopsis,Accepted,Echinopsis chamaecereus,Echinopsis chamaecereus H.Friedrich & Glaetzle,Echinopsis_chamaecereus,Echinopsis_chamaecereus,Angiosperms
Elatine ambigua,Elatine,Elatinaceae,,,yes,yes,Elatine ambigua Wight,Elatine ambigua,Wight,Elatinaceae,Elatine,Elatinaceae,Elatine,Accepted,Elatine ambigua,Elatine ambigua Wight,Elatine_ambigua,Elatine_ambigua,Angiosperms
Elodea canadensis,Elodea,Hydrocharitaceae,,,yes,yes,Elodea canadensis Michx.,Elodea canadensis,Michx.,Hydrocharitaceae,Elodea,Hydrocharitaceae,Elodea,Accepted,Elodea canadensis,Elodea canadensis Michx.,Elodea_canadensis,Elodea_canadensis,Angiosperms
Elsholtzia ciliata,Elsholtzia,Lamiaceae,,,yes,yes,Elsholtzia ciliata (Thunb.) Hyl.,Elsholtzia ciliata,(Thunb.) Hyl.,Lamiaceae,Elsholtzia,Lamiaceae,Elsholtzia,Accepted,Elsholtzia ciliata,Elsholtzia ciliata (Thunb.) Hyl.,Elsholtzia_ciliata,Elsholtzia_ciliata,Angiosperms
Erythrina crista-galli,Erythrina,Fabaceae,,,yes,yes,Erythrina crista-galli L.,Erythrina crista-galli,L.,Fabaceae,Erythrina,Leguminosae,Erythrina,Accepted,Erythrina crista-galli,Erythrina crista-galli L.,Erythrina_crista-galli,Erythrina_crista-galli,Angiosperms
Erythrina flabelliformis,Erythrina,Fabaceae,,,yes,yes,Erythrina flabelliformis Kearney,Erythrina flabelliformis,Kearney,Fabaceae,Erythrina,Leguminosae,Erythrina,Accepted,Erythrina flabelliformis,Erythrina flabelliformis Kearney,Erythrina_flabelliformis,Erythrina_flabelliformis,Angiosperms
